onetsoccode,Image_Generation_AIOE,Language_Modeling_AIOE
19-3011.00,0.8128340489480443,1.2543133202035903
19-3011.01,1.086531096959823,1.3911795407868124
19-3011.01,1.086531096959823,1.2543133202035903
19-3022.00,1.1555144803718012,1.2138030466135792
19-3032.00,1.1713392672855176,1.410462970664234
19-3033.00,0.5426587169516561,1.5139284139590996
19-3034.00,0.5570182359360433,1.46675667891877
19-3041.00,0.5457227671430327,1.6242498835967183
19-3051.00,1.5031872519128928,1.043545850610473
19-3091.00,0.21476338948974855,0.5874743293280172
19-3092.00,1.4766264614750504,1.2673428036797163
19-3093.00,0.14728606465569904,1.4285461931571215
19-3094.00,0.39091998747125134,1.6539230871668211
19-3099.01,1.9298421167318516,1.054969923454097
19-4012.00,0.2735909606076603,-0.36573477627666306
19-4012.00,0.2735909606076603,-0.1015326062971123
19-4012.01,0.6789550268644605,-0.36573477627666306
19-4012.01,0.6789550268644605,-0.1015326062971123
19-4013.00,0.5127955788886367,0.225418504988091
19-4021.00,0.4956273840265359,0.05413930377443735
19-4031.00,0.25671887156369955,-0.144960609983756
19-4042.00,0.3676922774326032,-0.12161135668852806
19-4043.00,0.265853811179138,-0.06375541353582181
19-4051.00,0.40012684564028217,-0.3257046468091174
19-4051.00,0.40012684564028217,-0.0007283999199748074
19-4051.02,0.39261430805970277,-0.3257046468091174
19-4051.02,0.39261430805970277,-0.0007283999199748074
19-4061.00,1.1807481540720113,1.070941830964614
19-4071.00,-0.21559380200889652,-0.8507373140157208
19-4092.00,0.6135008089731743,-0.09263950796155412
19-4099.01,0.19620844944897434,-0.0653069255764181
19-4099.01,0.19620844944897434,0.4620119950752897
19-4099.03,1.5377141564823464,-0.0653069255764181
19-4099.03,1.5377141564823464,0.4620119950752897
19-5011.00,1.0960767749834421,0.5248548940604044
19-5012.00,0.3933794573756781,0.25266488496722866
21-1011.00,0.1599985702623208,0.9019095519144981
21-1012.00,0.3132638946286744,1.1306631410657293
21-1013.00,0.7979999993402843,1.5497100029960096
21-1014.00,0.46183891562586915,1.4273527322201798
21-1015.00,0.26997929567205947,1.3032096095419305
21-1021.00,0.08626343385161363,0.8884909156287863
21-1022.00,0.16440097089857356,1.2319496790424846
21-1023.00,0.46858812465732796,1.3175590524065972
21-1091.00,-0.026190879130131055,0.8999211312466718
21-1092.00,-0.6910038399944185,0.49048629326118504
21-1093.00,0.33397713786090955,0.8353260488502102
21-1094.00,-0.27195298862554956,0.056084590847490505
21-2011.00,0.543570537784835,1.582491558987067
21-2021.00,0.6909076071522744,1.2915011576843205
23-1011.00,0.9091626482932053,1.3914650822385395
23-1012.00,0.8095329953539526,1.4104848447047453
23-1021.00,0.4915027164463261,1.5575443477695705
23-1022.00,0.48208907660636885,1.6379772134128672
23-1023.00,0.8524142088286387,1.6768657340607904
23-2011.00,0.8896269071564405,1.2685989968973994
23-2093.00,0.5006131758794024,1.320724390255869
25-1011.00,0.26241718195973607,1.5576503422279222
